vendor_id,vendor_shop_name,vendor_permalink,vendor_url,vendor_category_name,vendor_image,vendor_cover_image,vendor_rating,vendor_rating_count,vendor_email,vendor_address,vendor_whatsapp,vendor_description,vendor_gmap_embed_map_src,vendor_gmap_cid,vendor_modified
2qzq3w,"De Indian Mart",v/2qzq3w/de-indian-mart,de-indian-mart,Supermarkt,c3d4281a3a3fc9e62da94bcba81ae328,172bb4ef60ba0ede479767b81c5d88f7,96%,46,deindianmart@gmail.com,"Kinkerstraat 282H",31684507714,"Alle Indiase producten onder één dak!",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.280042392456!2d4.861992715994808!3d52.36534195543135!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c5e3f9da14b8c3%3A0x67fdc10a71b16717!2sDe%20Indian%20Mart!5e0!3m2!1sen!2snl!4v1630938829948!5m2!1sen!2snl,7493357605615658775,2022-01-19
2le5d6,"Elleke's Keuken",v/2le5d6/elleke-s-keuken,elleke-s-keuken,Maaltijden,b9506bd7f0565f7ed4af9d633d95e127,a775c7b39d10d02273a5bf6690afd0fc,100%,0,info@ellekeskeuken.nl,ZuiderMRKT,31619856841,"Heerlijk eerlijk eten zonder zooi!",,,2022-01-19
2op4da,VkusVill,v/2op4da/vkusvill,vkusvill,Supermarkt,ee5d7327064d6f2b1da4c064dadbec68,3eadcdfca8ff8e20c42d2f69f3c078db,100%,58,jane@vkusvill.eu,"Kinkerstraat 252 H",31612083818,"'De gezonde super' met lokale producten, rechtstreeks van de producent. Niet per se biologisch, wel duurzaam!",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.2695040272533!2d4.862800515994826!3d52.365533055417295!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c5e32e0ffa8b3f%3A0x2657af1cd22d9ee0!2sVkusvill!5e0!3m2!1sen!2snl!4v1630938561105!5m2!1sen!2snl,2762869434735238880,2022-01-12
ymwqlm,"Chocolatier Candela",v/ymwqlm/chocolatier-candela,chocolatier-candela,Chocolatier,bf3989229018e637d2193fabafb69ce8,a804eca9240b0dc81ea9ae447087a270,97%,39,info@chocolade-versturen.nl,"Bilderdijkstraat 61",31655796970,"Bij Candela Chocolaterie vind je luxe, handgemaakte en overheerlijke chocolade. De bonbons zitten verpakt in mooie boxen met verschillende thema’s.",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.0137763047755!2d4.868515165994938!3d52.37017020507429!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c609dfa0d0d20f%3A0x7c02bcf87ff866fc!2sCandela%20Chocolaterie!5e0!3m2!1sen!2snl!4v1630937524204!5m2!1sen!2snl,8935912386141382396,2021-10-23
mavada,"Casa Brasil Portugal",v/mavada/casa-brasil-portugal,casa-brasil-portugal,Supermarkt,35034ab99602e25794be32b0067b3362,07409020bb099c979ed501445514211d,100%,14,cbpamsterdam@gmail.com,"Kinkerstraat 28H",31613232784,"Seu mercado Brasileiro e Português na Europa!",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.125135070179!2d4.872749015994906!3d52.368150955223626!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c609ddfd098b75%3A0x7ae6c750aca33f75!2sCasa%20Brasil%20Portugal!5e0!3m2!1sen!2snl!4v1630938627852!5m2!1sen!2snl,8855984866578349941,2022-01-07
32znx2,"Beauty One",v/32znx2/beauty-one,beauty-one,Drogisterij,42b224aec4d04e8ece95ddf838c746ae,f4ffc53333f5bca354a3f3601ac29574,100%,58,mkani092@gmail.com,"Ten Katemarkt",31646714315,"De marktdrogisterij; voor alle cosmetica- en schoonheidsproducten. Ali verkoopt zijn producten altijd met een glimlach!",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.219706989933!2d4.8649711159948446!3d52.36643605535053!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c5e20a9bf95a19%3A0x34b261f6e3850cd3!2sTen%20Katemarkt!5e0!3m2!1sen!2snl!4v1630937455458!5m2!1sen!2snl,3797205148833746131,2022-02-01
mwzbwd,"Sabor Cubano",v/mwzbwd/sabor-cubano,sabor-cubano,Delicatessen,1002ea8951238a293e01c4e5136f58ca,1659365aecc4220e908a166a0acd6197,100%,14,Info@saborcubano.nl,"De Clercqstraat 101H",31622234618,"De lekkerste appeltaartjes van Amsterdam en heerlijke Cubaanse specialiteiten",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.0228235418613!2d4.864638515994893!3d52.370006155086394!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c5e39cfe8022bd%3A0xd00444d66daa9842!2sSabor%20Cubano!5e0!3m2!1sen!2snl!4v1630938698186!5m2!1sen!2snl,14989181147549440066,2021-10-23
mnonyy,Padrón,v/mnonyy/padron,padron,Maaltijden,22172fe263fa9b450bb4c852cdfcfa52,d255549615950ed11350001baed2b6c9,100%,13,ruben@padron.nl,Foodhallen,31681530113,"Pimiento de PadrÃ³n is de inspiratie voor onze naam en de manier waarop wij koken: simpel, puur, lekker. We werken met veel groenten en ambachtelijke (streek)producten en halen ze het liefst zo lokaal mogelijk.",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.191174062629!2d4.866011115994871!3d52.366953455312306!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c609e01da9e083%3A0x3b1789430eeedc11!2sPadr%C3%B3n%20Green%20Dutch%20Cuisine!5e0!3m2!1sen!2snl!4v1630938475502!5m2!1sen!2snl,4258022893808442385,2021-12-23
2v3vpx,"Tuinderij Doorn",v/2v3vpx/tuinderij-doorn,tuinderij-doorn,"Groente en fruit",febde25477565e7275c8e5023bfe69b8,f9f35761db82e577b03647e1dee9fe85,100%,1,info@tuinderijdoorn.nl,"Kerkdijk 3, Heerde",31578692657,,,,2022-01-28
m66kpv,"Poelier Kapteijns",v/m66kpv/poelier-kapteijns,poelier-kapteijns,Slagerij,de57583d387c189f08df0850c1efc522,027f276122d3d7ca69bdc21d584079a0,100%,2,info@poelierkapteijns.nl,"Beerseweg 6, Diessen",31651284554,,,,2022-01-28
my3o4z,"De Nieuwe Melkboer",v/my3o4z/de-nieuwe-melkboer,de-nieuwe-melkboer,Zuivel,dec8ee0fddca0a605851a1409fbede96,5c0407c2935ea6ec7706265196f2ad51,100%,1,administratie@nieuwemelkboer.nl,"Oude Haaksbergerdijk 2, Enschede",31681142471,,,,2022-01-28
my3o4z,"De Nieuwe Melkboer",v/my3o4z/de-nieuwe-melkboer,de-nieuwe-melkboer,Zuivel,dec8ee0fddca0a605851a1409fbede96,5c0407c2935ea6ec7706265196f2ad51,100%,1,administratie@nieuwemelkboer.nl,"Oude Haaksbergerdijk 2, Enschede",31681142471,,,,2022-01-28
2zopl5,"Bakkerij Mark Elias",v/2zopl5/bakkerij-mark-elias,bakkerij-mark-elias,Brood,6ca56c123b58df12d58777a68f374a09,8664ebdd43c24b3ed37f5de81e5f33ca,100%,0,info@bakkerijmarkelias.nl,"Groenstraat 5, Prinsenbeek ",31620449698,,,,2022-02-05
2zopl5,"Bakkerij Mark Elias",v/2zopl5/bakkerij-mark-elias,bakkerij-mark-elias,Brood,6ca56c123b58df12d58777a68f374a09,8664ebdd43c24b3ed37f5de81e5f33ca,100%,0,info@bakkerijmarkelias.nl,"Groenstraat 5, Prinsenbeek ",31620449698,,,,2022-02-05
m54xwy,"‘t Stoepje Niels Koelewijn",v/m54xwy/t-stoepje-niels-koelewijn,t-stoepje-niels-koelewijn,"Brood en gebak",91378e0dc0675ac014dcb22ca191d600,ce8e93a4af51b262213862c11f9447d0,100%,0,niels_koelewijn2@hotmail.com,"‘t Stoepje Bakkerij",31615417835,"Bakkerij ‘t Stoepje is opgericht in 1979 en is de bekendste en grootste franchise formule in brood, koek en banket.",,,2021-10-23
ymd7o2,Chouffie,v/ymd7o2/chouffie,chouffie,"Groente en fruit",3500f7ae9982b7feaedb50fc085aa826,90efe5dbdaae790f605259e7bc534908,94%,1180,youcef.d@live.nl,"Ten Katemarkt",31610634283,"Groente en fruit altijd met een glimlach.",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.219706989933!2d4.8649711159948446!3d52.36643605535053!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c5e20a9bf95a19%3A0x34b261f6e3850cd3!2sTen%20Katemarkt!5e0!3m2!1sen!2snl!4v1630937455458!5m2!1sen!2snl,3797205148833746131,2022-02-01
2pyld7,"‘t Stoepje Niels Koelewijn",v/2pyld7/t-stoepje-niels-koelewijn,t-stoepje-niels-koelewijn,"Brood en gebak",91378e0dc0675ac014dcb22ca191d600,ce8e93a4af51b262213862c11f9447d0,100%,4,niels_koelewijn@hotmail.com,"‘t Stoepje Bakkerij",31032085866,"Bakkerij ‘t Stoepje is opgericht in 1979 en is de bekendste en grootste franchise formule in brood, koek en banket.",,,2021-10-12
mno5nk,"‘t Stoepje Jan Koelewijn",v/mno5nk/t-stoepje-jan-koelewijn,t-stoepje-jan-koelewijn,"Brood en gebak",da8c24d90aefa8df84ed6e86f70a5657,8a289ad3bc4d3391b4047cbbdb45ea6c,100%,11,Blesbanket@gmail.com,"‘t Stoepje Bakkerij",31653126634,"wij doen ons uiterste best om uw ""local heroes"" bestelling zo compleet mogelijk te leveren. wij leveren uitsluitend vers, het kan soms voorkomen dat er net iets wordt uitverkocht op het moment dat u besteld... wij zullen dan contact met u opnemen om u een alternatief te bieden.",,,2021-10-23
2rxa35,"‘t Stoepje Coert Westerink",v/2rxa35/t-stoepje-coert-westerink,t-stoepje-coert-westerink,"Brood en gebak",b18fe84014c56e731183b0095db34d0a,36c832f519c87fc143c9d8a45d4ca564,100%,0,Coert.co@casema.nl,"‘t Stoepje Bakkerij",31651433248,"Bakkerij ‘t Stoepje is opgericht in 1979 en is de bekendste en grootste franchise formule in brood, koek en banket.",,,2021-10-23
mdkwl3,"‘t Stoepje Wilco Lokhorst",v/mdkwl3/t-stoepje-wilco-lokhorst,t-stoepje-wilco-lokhorst,"Brood en gebak",bd12b198a422bc600f8f71ff48baa825,26f406b4d884cda480d850acd7eaf0d9,100%,0,Wilcolokhorst@outlook.com,"‘t Stoepje Bakkerij",31032085861,"Bakkerij ‘t Stoepje is opgericht in 1979 en is de bekendste en grootste franchise formule in brood, koek en banket.",,,2021-10-13
2xxvqr,"‘t Stoepje Aart Veldhuizen",v/2xxvqr/t-stoepje-aart-veldhuizen,t-stoepje-aart-veldhuizen,"Brood en gebak",47fe35cef16cf1df1dc00dc54076d010,48cac446127e2f57327fd920a8f993eb,100%,0,maveldhuizen@stoepje.nl,"‘t Stoepje Bakkerij",31653503833,"Bakkerij ‘t Stoepje is opgericht in 1979 en is de bekendste en grootste franchise formule in brood, koek en banket.",,,2021-10-23
23le7e,"Den Hollander Kaas",v/23le7e/den-hollander-kaas,den-hollander-kaas,"Kaas en vleeswaren",0290a59f09dcbd9a93303fb9bafb4606,89ea76c578ac1d1917d030f6fe2c698a,100%,0,set1@denhollanderkaas.nl,Markt,31628256871,"Vers & Vriendelijk",,,2021-12-09
2e4o54,"De Glutenvrije Winkel",v/2e4o54/de-glutenvrije-winkel,de-glutenvrije-winkel,Supermarkt,7ef95b12f55d1a22ed63915d34da9fff,943b633696de5a87e8480ccffb50492d,100%,0,Nadia@test.nl,"Pretoriusstraat 37",31621351869,"Alle producten zijn vrij van gluten!","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2436.8145297077963!2d4.923143615994548!3d52.35564905614821!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47c609774949ed37%3A0xcc5aa79ee96dd01e!2sDe%20Glutenvrije%20Winkel!5e0!3m2!1sen!2snl!4v1641378696435!5m2!1sen!2snl",14725266232604217374,2022-02-04
2qzqlk,"Korenmolen De Lelie, Etten-Leur",v/2qzqlk/korenmolen-de-lelie-etten-leur,korenmolen-de-lelie-etten-leur,"Bloem en meel",5c39502ed4a61c126b40b2c76174dac3,729f2f1d21504c9e4f2a7e99b0f9d527,100%,1,info@korenmolendelelie.nl,"Geerkade 45, Etten-Leur",31622396965,"De Stichting Molen De Lelie stelt zich ten doel om de nieuw opgebouwde molen aan de leurse haven, zo veel mogelijk te laten draaien en de werkende molen open te stellen voor het publiek. De molen is iedere woensdag- en zaterdagmiddag open voor het publiek en vrij te bezicgtigen. Bij voldoende wind wordt er ook graag gemalen.
Meer info (ook recepten) : www.korenmolendelelie.nl",,,2022-02-03
2qzqlk,"Korenmolen De Lelie, Etten-Leur",v/2qzqlk/korenmolen-de-lelie-etten-leur,korenmolen-de-lelie-etten-leur,"Bloem en meel",5c39502ed4a61c126b40b2c76174dac3,729f2f1d21504c9e4f2a7e99b0f9d527,100%,1,info@korenmolendelelie.nl,"Geerkade 45, Etten-Leur",31622396965,"De Stichting Molen De Lelie stelt zich ten doel om de nieuw opgebouwde molen aan de leurse haven, zo veel mogelijk te laten draaien en de werkende molen open te stellen voor het publiek. De molen is iedere woensdag- en zaterdagmiddag open voor het publiek en vrij te bezicgtigen. Bij voldoende wind wordt er ook graag gemalen.
Meer info (ook recepten) : www.korenmolendelelie.nl",,,2022-02-03
mkb3r7,"Boerderijwinkel van den Kieboom",v/mkb3r7/boerderijwinkel-van-den-kieboom,boerderijwinkel-van-den-kieboom,Slagerij,488d8484fe086a1843273d4da925a428,5b3f64efc2a29b6bca9b7c950599c862,100%,6,info@boerderijkieboom.nl,"Rietdijk 4, Breda",31630301447,,,,2022-01-28
mbyvdk,"Natuurlijk Henriette",v/mbyvdk/natuurlijk-henriette,natuurlijk-henriette,"Groente en fruit",01fc4c9d963a6ea7d4a397c29945b93b,975c519c31f59b442e8edf3fc5ff528d,100%,2,info@natuurlijktomaat.nl,"Klein Dongenseweg 81, Dongen",31630211261,,,,2022-02-03
mwz6wb,"Zuivelboerderij de Driehoek",v/mwz6wb/zuivelboerderij-de-driehoek,zuivelboerderij-de-driehoek,Zuivel,2cf6ec43e3a562df54c5dd3e5311f170,ffec12f45b5ccfe573467a9d37dd2cf7,100%,3,info@zuiveldriehoek.nl,"Hoogstraat 82-B, Oosterhout",31615539406,,,,2022-01-28
276bvb,Ambachtshoeve,v/276bvb/ambachtshoeve,ambachtshoeve,Zuivel,07dfd698f95bab8c0042ac826921aefe,aceeb6685a758ebfa1dfc7736a7561c6,100%,7,info@ambachtshoevezuivel.nl,"Luiten Ambachtstraat 27, Raamsdonk",31657843957,,,,2022-01-28
276bvb,Ambachtshoeve,v/276bvb/ambachtshoeve,ambachtshoeve,Zuivel,07dfd698f95bab8c0042ac826921aefe,aceeb6685a758ebfa1dfc7736a7561c6,100%,7,info@ambachtshoevezuivel.nl,"Luiten Ambachtstraat 27, Raamsdonk",31657843957,,,,2022-01-28
2v3v6x,"De Santspuy",v/2v3v6x/de-santspuy,de-santspuy,Dranken,082a307640a6c62a9e38fe15041c87b8,4ec8f271427d945631372cd0b66670b2,100%,0,info@desantspuy.nl,"Zandspui 45, Etten-Leur",31654252434,,,,2022-01-28
my3odz,Liesboshoeve,v/my3odz/liesboshoeve,liesboshoeve,"Groente en fruit",4f63a67af99e08c7111ccafd82ef9ff8,1ed0c9548880c74baed3b88d889db0e5,100%,0,anton197629@gmail.com,"Liesboslaan 309, Breda",31618741103,,,,2022-02-03
2zopx5,"Tuinderij Luijkx",v/2zopx5/tuinderij-luijkx,tuinderij-luijkx,"Groente en fruit",aa6da52308fb574486b60f26012e3f36,9913c3ef92eabdaf48c0bc4cc97ab372,100%,1,joost.l@live.nl,"Jagerpad 23, Breda",31623304445,,,,2022-02-02
2opexn,"Local Tea",v/2opexn/local-tea,local-tea,Thee,727929243e55956b5e92ae312648fcde,f3915ea53f723378c2697f402430ef02,100%,2,info@localtea.com,"Gaardsebaan 11-C, Zundert",31612645416,"Na 8 jaar van ontwikkelen is het gelukt! LocalTea heeft een winterharde theeplant ontwikkeld die kan groeien in het Nederlands klimaat. Thee legt vaak een lange weg af van plant tot glas. Hierbij gaat veel smaak en waardering verloren. LocalTea houdt de keten kort en transparant. Echte thee met respect voor de maker, de drinker en de natuur. Dat proef je! LocalTea wordt gemaakt van jonge theeblaadje. Deze bevatten alle smaak en voedingsstoffen. We verwerken de theeblaadjes op ambachtelijke wijze tot de lekkerste theeën. Vanaf nu drinkt Nederland echte verse thee. Niet langer van veraf, maar van Nederlandse bodem!",,,2022-01-28
2opexn,"Local Tea",v/2opexn/local-tea,local-tea,Thee,727929243e55956b5e92ae312648fcde,f3915ea53f723378c2697f402430ef02,100%,2,info@localtea.com,"Gaardsebaan 11-C, Zundert",31612645416,"Na 8 jaar van ontwikkelen is het gelukt! LocalTea heeft een winterharde theeplant ontwikkeld die kan groeien in het Nederlands klimaat. Thee legt vaak een lange weg af van plant tot glas. Hierbij gaat veel smaak en waardering verloren. LocalTea houdt de keten kort en transparant. Echte thee met respect voor de maker, de drinker en de natuur. Dat proef je! LocalTea wordt gemaakt van jonge theeblaadje. Deze bevatten alle smaak en voedingsstoffen. We verwerken de theeblaadjes op ambachtelijke wijze tot de lekkerste theeën. Vanaf nu drinkt Nederland echte verse thee. Niet langer van veraf, maar van Nederlandse bodem!",,,2022-01-28
2rxk47,"Bakkerij Jomanda",v/2rxk47/bakkerij-jomanda,bakkerij-jomanda,"Brood en gebak",1225cda490f720f40f0c0813c95ddde4,dbfbdb674c52c295da7434363dee57de,100%,0,jomanda@localheroes.com,"Kleine Markt",31621351869,"De lekkerste bakker van allemaal!",,,2022-01-13
mdkyxg,CremeFresh,v/mdkyxg/cremefresh,cremefresh,Delicatessen,b513f4e1c6f4977fc6dabdfa2b8d843e,1e4b62704a1cb33411a68168c0b0d4fa,100%,0,oman@localheroes.com,"Kleine Markt",31621351869,"De lekkerste delicatessen ooit",,,2022-01-12
2xxyrk,"Flex Groente",v/2xxyrk/flex-groente,flex-groente,"Groente en fruit",17c00b1a4264e404e0c2f4ef8b3c6c48,5a393ca9c142a79fcd8c3fd69bef1e5a,100%,0,flex@localheroes.com,"Kleine Markt",31621351869,"Het mooiste fruit van de Kleine Markt",,,2022-01-12
23lek5,"'t Kaasplankje",v/23lek5/t-kaasplankje,t-kaasplankje,"Kaas en vleeswaren",386250aeddc80b3678d556a7d56f2a2f,883e7c7f4b7f89e0dfdb6757c8a17de5,100%,0,klaas@localheroes.com,"Kleine Markt",31621351869,"Kaas en worst op planken waar je U tegen zegt",,,2022-01-12
m54qvv,"Slagerij Hans Worst",v/m54qvv/slagerij-hans-worst,slagerij-hans-worst,Slagerij,239d8cde6b6f6e024f9510763e34b2e4,1725a7ce23fc309b19ddd682a0f2b1c6,100%,0,hans@localheroes.com,"Kleine Markt",31621351869,"Voor Hans Worst ga je naar de Kleine Markt",,,2022-01-12
2le5n6,"A. Laurijsen Fruitteelt",v/2le5n6/a-laurijsen-fruitteelt,a-laurijsen-fruitteelt,"Groente en fruit",7f4412312478e07d3aeddc2c28feec5f,bd68066a8a3822a39b838123c60c6165,100%,5,desiree_paar@hotmail.com,"Fazantenweg 20, Dongen",31625145843,"Appels en peren geteeld in onze eigen boomgaard. We letten op hoge kwaliteit. Ons bedrijf is planet proof en global gap gecertificeerd.",,,2022-02-03
